# ##X##X##X## #
 R X XX XX X   
# ##X##X##X## #
# ##X## ##X## #
   X X   X X   
# ##X## ##X## #
# ## ##X##X## #
      X XX X   
# ## ##X##X## #
# ##X##X##X## #
   X XX XX X   
# ##X##X##X## #
# ##X##X## ## #
   X XX X      
# ##X##X## ## #

episode  0 score -308.00 average score -308.00 epsilon 0.93
episode  1 score -308.00 average score -308.00 epsilon 0.83
episode  2 score -316.00 average score -310.67 epsilon 0.73
episode  3 score -272.00 average score -301.00 epsilon 0.63
episode  4 score -256.00 average score -292.00 epsilon 0.53
episode  5 score -240.00 average score -283.33 epsilon 0.43
episode  6 score -280.00 average score -282.86 epsilon 0.33
episode  7 score -244.00 average score -278.00 epsilon 0.23
episode  8 score -232.00 average score -272.89 epsilon 0.13
episode  9 score -204.00 average score -266.00 epsilon 0.03
episode  10 score -364.00 average score -274.91 epsilon 0.01
episode  11 score -968.00 average score -332.67 epsilon 0.01
episode  12 score -612.00 average score -354.15 epsilon 0.01
episode  13 score -200.00 average score -343.14 epsilon 0.01
episode  14 score -200.00 average score -333.60 epsilon 0.01
episode  15 score -204.00 average score -325.50 epsilon 0.01
episode  16 score -200.00 average score -318.12 epsilon 0.01
episode  17 score -200.00 average score -311.56 epsilon 0.01
episode  18 score -200.00 average score -305.68 epsilon 0.01
episode  19 score -200.00 average score -300.40 epsilon 0.01
episode  20 score -200.00 average score -295.62 epsilon 0.01
episode  21 score -200.00 average score -291.27 epsilon 0.01
episode  22 score -204.00 average score -287.48 epsilon 0.01
episode  23 score -204.00 average score -284.00 epsilon 0.01
episode  24 score -204.00 average score -280.80 epsilon 0.01
episode  25 score -200.00 average score -277.69 epsilon 0.01
episode  26 score -200.00 average score -274.81 epsilon 0.01
episode  27 score -200.00 average score -272.14 epsilon 0.01
episode  28 score -200.00 average score -269.66 epsilon 0.01
episode  29 score -200.00 average score -267.33 epsilon 0.01
episode  30 score -200.00 average score -265.16 epsilon 0.01
episode  31 score -200.00 average score -263.12 epsilon 0.01
episode  32 score -200.00 average score -261.21 epsilon 0.01
episode  33 score -204.00 average score -259.53 epsilon 0.01
episode  34 score -200.00 average score -257.83 epsilon 0.01
episode  35 score -212.00 average score -256.56 epsilon 0.01
episode  36 score -200.00 average score -255.03 epsilon 0.01
episode  37 score -204.00 average score -253.68 epsilon 0.01
episode  38 score -200.00 average score -252.31 epsilon 0.01
episode  39 score -200.00 average score -251.00 epsilon 0.01
episode  40 score -204.00 average score -249.85 epsilon 0.01
episode  41 score -200.00 average score -248.67 epsilon 0.01
episode  42 score -204.00 average score -247.63 epsilon 0.01
episode  43 score -204.00 average score -246.64 epsilon 0.01
episode  44 score -200.00 average score -245.60 epsilon 0.01
episode  45 score -200.00 average score -244.61 epsilon 0.01
episode  46 score -200.00 average score -243.66 epsilon 0.01
episode  47 score -200.00 average score -242.75 epsilon 0.01
episode  48 score -200.00 average score -241.88 epsilon 0.01
episode  49 score -200.00 average score -241.04 epsilon 0.01
episode  50 score -200.00 average score -240.24 epsilon 0.01
episode  51 score -200.00 average score -239.46 epsilon 0.01
episode  52 score -200.00 average score -238.72 epsilon 0.01
episode  53 score -204.00 average score -238.07 epsilon 0.01
episode  54 score -204.00 average score -237.45 epsilon 0.01
episode  55 score -200.00 average score -236.79 epsilon 0.01
episode  56 score -200.00 average score -236.14 epsilon 0.01
episode  57 score -200.00 average score -235.52 epsilon 0.01
episode  58 score -200.00 average score -234.92 epsilon 0.01
episode  59 score -200.00 average score -234.33 epsilon 0.01
episode  60 score -200.00 average score -233.77 epsilon 0.01
episode  61 score -200.00 average score -233.23 epsilon 0.01
episode  62 score -204.00 average score -232.76 epsilon 0.01
